slnoskm17mar11,permanentid,y1pccust,inf1pcma,sector,year,ld1pcla,st1pcdev,cs1pccmk,hr3pcsat,pm1pcvc,iirtotal,icat7total
791,,10.4,20,3,2002,20,20,20,12,20,162,54
792,B-035,60,60,3,2002,60,45,70,60,60,553,250
793,,20,30,3,2002,20,30,25,20,40,221,78
794,B-059,35.2,40,3,2002,40,45,50,24,55.56,391,154
795,B-124,64,30,4,2002,30,30,30,32,33.33,318,145
796,,24,10,4,2002,20,10,20,20,33.33,177,83
797,B-065,32,20,4,2002,20,25,30,20,44.44,214,83
798,B-147,48,50,4,2002,50,50,50,40,55.56,387,128
799,B-050,64,50,4,2002,45,40,45,32,44.44,417,185
800,B-108,32,30,4,2002,45,35,40,24,44.44,299,106
801,,48,40,4,2002,30,30,30,32,33.33,276,103
802,B-110,64,30,4,2002,40,40,50,40,44.44,383,169
803,,64,46,4,2002,40,40,40,44,55.56,415,179
804,,64,30,4,2002,40,40,40,36,55.56,328,131
805,,30.4,46,5,2002,51.25,50,60,40,64.44,448,164
806,B-027,20,30,5,2002,37.5,40,40,40,31.11,297,98
807,B-153,60,70,5,2002,66.25,70,60,72,71.11,645,290
808,B-183,60,50,5,2002,47.5,50,50,40,60,501,242
809,B-170,30.4,40,5,2002,56.25,50,50,60,60,480,201
810,B-060,50.4,60,5,2002,56.25,45,40,40,71.11,504,218
811,B-037,35.2,40,5,2002,42.5,45,50,32,40,378,154
812,B-026,70.4,60,5,2002,66.25,60,70,60,60,594,271
813,B-135,30.4,36,5,2002,42.5,40,35,40,40,352,142
814,,30.4,50,5,2002,47.5,45,45,36,51.11,367,116
815,B-149,30.4,26,5,2002,28.75,20,30,36,20,310,169
816,B-189,60,56,5,2002,51.25,45,50,32,51.11,505,234
817,B-097,40,46,5,2002,51.25,50,55,40,51.11,460,192
818,B-109,20,30,5,2002,32.5,25,35,36,31.11,255,84
819,B-193,60,50,5,2002,51.25,55,40,40,44.44,467,201
820,B-196,30.4,50,5,2002,56.25,50,40,32,51.11,384,136
821,B-165,50.4,36,5,2002,37.5,45,45,40,40,435,224
822,B-182,20,20,1,2003,20,20,20,32,10,240,114
823,,45.33,51.11,1,2003,60,60,50,56,70,499,196
824,,12.67,40,1,2003,35.71,30,30,40,36,258,72
825,B-063,35.33,51.11,1,2003,55.71,55,55,44,56,463,184
826,,12.67,40,1,2003,40,25,35,24,30,233,64
827,B-095,45.33,60,1,2003,55.71,60,50,60,66,490,196
828,B-071,47.33,51.11,1,2003,50,45,60,60,40,487,206
829,B-143,32.67,51.11,1,2003,50,55,45,40,60,429,161
830,B-025,32.67,55.56,1,2003,55.71,60,60,52,70,437,128
831,B-084,25.33,40,1,2003,40,30,30,40,50,346,136
832,B-168,42.67,55.56,2,2003,55.71,45,50,40,60,467,181
833,B-186,60,55.56,2,2003,60,55,60,60,70,583,256
834,,40,71.11,2,2003,65.71,70,60,52,60,525,195
835,B-062,35.33,51.11,2,2003,40,40,50,32,60,387,152
836,B-042,45.33,71.11,2,2003,70,60,50,72,70,601,264
837,,35.33,55.56,2,2003,50,50,55,56,30,432,174
838,,42.67,40,2,2003,35.71,30,40,40,46,371,162
839,,28,51.11,2,2003,45.71,50,60,44,50,381,122
840,B-162,18,35.56,3,2003,45.71,40,40,32,50,322,88
841,,17.33,40,3,2003,50,35,25,40,36,243,42
842,B-173,45.33,60,3,2003,70,60,60,60,50,549,226
843,,8,20,3,2003,25.71,10,35,4,26,115,20
844,B-059,22.67,51.11,3,2003,50,60,55,32,66,387,121
845,,10.67,44.44,3,2003,45.71,35,40,40,46,262,58
846,,12.67,24.44,3,2003,20,25,15,20,30,186,60
847,B-015,10.67,24.44,3,2003,30,15,20,36,16,199,54
848,,20,24.44,3,2003,40,35,35,40,50,257,61
849,,15.33,20,3,2003,30,25,20,20,30,201,72
850,,30,31.11,3,2003,40,30,45,40,50,360,138
851,B-099,40.67,40,3,2003,50,50,40,52,50,450,204
852,B-118,70,60,4,2003,75.71,60,55,56,66,531,213
853,B-124,42,31.11,4,2003,30,20,30,40,30,286,123
854,B-002,28,31.11,4,2003,30,30,40,40,40,268,90
855,,28,31.11,4,2003,30,30,30,20,40,233,72
856,,29.33,24.44,4,2003,20,20,20,20,30,178,71
857,B-174,18,40,4,2003,50,40,40,40,50,282,63
858,,68,51.11,4,2003,45.71,50,35,40,40,440,204
859,,28,20,4,2003,35.71,30,30,24,36,237,78
860,B-147,72,60,4,2003,55.71,40,55,44,56,466,192
861,B-083,56,51.11,4,2003,55.71,50,45,40,56,438,168
862,B-065,32,31.11,4,2003,40,40,40,40,40,281,78
863,B-050,90,71.11,4,2003,60,50,50,52,60,582,267
864,B-110,50,40,4,2003,45.71,35,40,36,50,348,132
865,,36,31.11,4,2003,35.71,35,30,32,30,272,102
866,B-108,66,40,4,2003,50,60,40,40,40,406,171
867,,20,35.56,4,2003,30,30,30,40,30,240,75
868,B-181,28,31.11,4,2003,40,30,35,40,46,280,90
869,,46,51.11,4,2003,60,50,60,40,46,435,153
870,,14,31.11,4,2003,30,20,20,16,26,186,51
871,B-026,57.33,55.56,5,2003,60,50,65,44,50,547,236
872,,22.67,31.11,5,2003,40,30,45,32,30,314,106
873,B-153,55.33,64.44,5,2003,70,70,65,60,60,593,256
874,,40,35.56,5,2003,35.71,30,40,40,30,337,139
875,B-183,40,40,5,2003,60,50,45,44,60,469,195
876,B-060,47.33,51.11,5,2003,55.71,45,50,44,66,510,228
877,B-189,55.33,55.56,5,2003,55.71,40,45,24,36,439,204
878,B-074,20,35.56,5,2003,45.71,30,35,40,46,300,83
879,B-135,32.67,40,5,2003,50,40,40,40,40,360,144
880,B-134,34.67,60,5,2003,50,60,45,52,50,435,165
881,B-171,30,40,5,2003,30,50,20,40,40,317,129
882,B-037,34.67,51.11,5,2003,50,55,40,44,46,452,187
883,,35.33,31.11,5,2003,45.71,40,40,44,46,413,176
884,B-114,40,51.11,5,2003,50,40,40,52,50,448,180
885,B-149,60,60,5,2003,60,60,55,56,66,565,251
886,B-109,30.67,51.11,5,2003,40,30,35,40,26,323,114
887,B-196,42.67,60,5,2003,65.71,50,55,56,56,460,169
888,B-097,34.67,51.11,5,2003,55.71,55,50,56,50,473,188
889,,15.33,24.44,5,2003,45.71,30,40,36,30,254,61
890,B-025,65.33,73.33,1,2004,68.57,57.5,77.5,56,76,642,287
891,B-034,60.67,68.89,1,2004,78.57,80,65,60,76,651,265
892,B-104,30.67,51.11,1,2004,55.71,45,55,44,50,425,152
893,B-012,46,55.56,1,2004,48.57,42.5,55,44,38,455,192
894,B-075,42.67,55.56,1,2004,45.71,35,60,40,66,455,181
895,B-063,51.33,73.33,1,2004,65.71,70,65,64,74,638,282
896,B-084,10.67,55.56,1,2004,50,30,60,52,50,360,98
897,,13.33,62.22,1,2004,65.71,55,50,44,48,379,93
898,,37.33,55.56,2,2004,55.71,50,55,36,66,436,147
899,B-168,45.33,64.44,2,2004,60,65,65,52,56,536,196
900,,16.67,44.44,2,2004,42.86,32.5,25,40,40,297,96
901,,50.67,60,2,2004,70,60,60,60,54,558,232
902,B-062,55.33,75.56,2,2004,70,60,65,56,76,593,241
903,B-180,70.67,71.11,3,2004,60,60,65,60,60,602,272
904,B-162,14.67,44.44,3,2004,35.71,32.5,42.5,40,46,299,68
905,,12.67,31.11,3,2004,35.71,40,30,44,30,262,76
906,B-099,54,51.11,3,2004,58.57,60,50,60,56,564,252
907,,32.67,55.56,3,2004,40,45,65,44,40,417,155
908,B-187,38,51.11,3,2004,45.71,37.5,52.5,40,48,418,165
909,B-182,28,40,3,2004,40,40,35,44,20,350,148
910,B-129,35.33,51.11,3,2004,60,50,50,52,60,461,169
911,B-065,41.33,42.22,4,2004,42.86,35,37.5,44,56,328,96
912,B-082,42,44.44,4,2004,40,42.5,45,40,36,356,142
913,B-118,58,55.56,4,2004,60,60,60,44,50,483,186
914,B-083,89.33,60,4,2004,70,60,55,52,70,583,242
915,,45.33,64.44,4,2004,50,55,60,44,66,431,131
916,B-002,61.33,40,4,2004,35.71,35,40,40,46,389,173
917,,28,55.56,4,2004,50,57.5,65,44,56,381,100
918,B-150,40,40,4,2004,40,35,25,44,36,312,123
919,,80,55.56,4,2004,50,50,60,40,60,506,219
920,,56,40,4,2004,30,35,45,40,46,383,171
921,,44.67,44.44,4,2004,38.57,22.5,35,36,40,315,124
922,B-181,39.33,55.56,4,2004,55.71,60,45,52,60,401,119
923,,62,40,4,2004,50,35,45,44,50,392,174
924,,22,11.11,4,2004,25.71,15,20,20,16,185,69
925,B-147,70,51.11,4,2004,55.71,55,55,44,60,511,219
926,B-197,64,40,4,2004,45.71,45,40,56,50,412,165
927,B-105,61.33,42.22,4,2004,50,47.5,35,36,46,428,187
928,B-146,42.67,55.56,5,2004,55.71,52.5,50,52,46,464,195
929,B-137,38.67,40,5,2004,52.86,57.5,42.5,52,40,424,185
930,B-190,51.33,60,5,2004,65.71,50,55,56,58,561,250
931,B-039,32,48.89,5,2004,45.71,47.5,47.5,28,46,390,139
932,B-165,60.67,62.22,5,2004,65.71,60,67.5,60,58,612,273
933,B-189,85.33,71.11,5,2004,70,65,60,52,66,668,308
934,B-074,46.67,62.22,5,2004,62.86,50,50,48,50,482,192
935,B-088,45.33,55.56,5,2004,55.71,47.5,47.5,44,54,471,198
936,,36.67,44.44,5,2004,45.71,47.5,45,40,48,432,170
937,B-149,56.67,64.44,5,2004,70,67.5,67.5,64,68,619,264
938,B-114,54,60,5,2004,62.86,52.5,65,56,56,538,223
939,B-171,42.67,40,5,2004,35.71,45,30,44,46,403,184
940,B-135,47.33,55.56,5,2004,60,55,50,52,56,504,218
941,B-008,28,40,5,2004,38.57,37.5,32.5,56,40,376,149
942,B-067,30.67,44.44,5,2004,40,40,40,44,46,357,129
943,B-097,52.67,64.44,5,2004,55.71,60,55,52,60,562,247
944,B-107,17.33,51.11,5,2004,50,40,50,44,56,385,109
945,B-134,36.67,64.44,5,2004,62.86,62.5,67.5,44,60,513,185
946,B-098,38,55.56,5,2004,65.71,50,50,52,56,472,177
947,B-109,25.33,44.44,5,2004,40,25,45,44,40,320,95
948,B-029,35.33,44.44,5,2004,45.71,45,40,40,60,350,95
949,,32.67,55.56,5,2004,55.71,60,60,32,60,457,162
950,,,,1,2005,,,,,,,
951,,27.06,51.11,2,2005,52.86,45,60,48,55.56,415,129
952,B-136,44.12,53.33,2,2005,60,55,57.5,56,62.22,536,212
953,B-062,65.88,75.56,2,2005,65.71,70,65,64,80,660,284
954,,32.35,44.44,2,2005,55.71,50,45,44,55.56,394,133
955,,40,55.56,2,2005,50,45,45,52,44.44,424,157
956,,12.94,15.56,2,2005,20,10,15,20,24.44,144,48
957,B-140,59.41,64.44,3,2005,65.71,60,55,64,71.11,618,273
958,B-068,27.06,53.33,3,2005,52.86,47.5,55,36,53.33,402,124
959,,24.12,42.22,3,2005,38.57,40,42.5,44,40,328,118
960,,22.35,35.56,3,2005,40,32.5,52.5,40,22.22,327,117
961,B-099,62.94,75.56,3,2005,75.71,70,70,64,71.11,649,261
962,B-129,52.35,71.11,3,2005,72.86,65,77.5,60,73.33,636,257
963,,32.94,40,3,2005,40,42.5,55,44,48.89,386,140
964,,28.24,33.33,3,2005,62.86,32.5,47.5,40,51.11,392,137
965,,55.88,55.56,4,2005,65.71,57.5,55,56,60,549,230
966,,28.24,44.44,4,2005,45.71,40,40,24,40,326,109
967,,47.06,51.11,4,2005,40,50,35,32,40,368,158
968,B-124,38.82,35.56,4,2005,45.71,42.5,42.5,52,44.44,399,169
969,B-118,54.12,64.44,4,2005,72.86,70,62.5,64,68.89,575,209
970,B-082,36.47,55.56,4,2005,52.86,50,40,52,51.11,423,153
971,B-147,52.35,71.11,4,2005,70,60,60,48,75.56,572,227
972,B-150,31.18,42.22,4,2005,55.71,55,50,44,44.44,410,149
973,B-002,61.76,60,4,2005,60,60,65,60,57.78,574,251
974,,38.24,51.11,4,2005,35.71,25,40,24,44.44,348,136
975,B-126,45.88,44.44,4,2005,55.71,35,50,60,44.44,416,156
976,,41.76,35.56,4,2005,58.57,42.5,50,48,42.22,444,173
977,,54.12,44.44,4,2005,50,65,45,52,64.44,503,223
978,B-174,37.06,44.44,4,2005,45.71,35,30,40,60,353,135
979,,31.76,42.22,4,2005,25.71,25,32.5,40,51.11,272,99
980,,18.24,24.44,4,2005,25.71,25,30,24,20,184,37
981,B-165,55.88,55.56,5,2005,65.71,55,55,72,55.56,511,208
982,B-137,50,62.22,5,2005,62.86,67.5,62.5,60,68.89,591,243
983,B-037,67.06,71.11,5,2005,68.57,70,62.5,64,68.89,654,291
984,B-098,37.06,55.56,5,2005,65.71,60,60,60,60,517,180
985,B-190,56.47,68.89,5,2005,65.71,70,60,64,68.89,623,260
986,,38.82,24.44,5,2005,40,25,25,36,22.22,305,130
987,B-049,51.18,44.44,5,2005,42.86,55,40,40,51.11,483,217
988,B-133,32.35,31.11,5,2005,35.71,30,40,52,51.11,359,144
989,B-039,32.35,44.44,5,2005,42.86,47.5,50,40,53.33,392,137
990,B-164,30,24.44,5,2005,48.57,45,47.5,52,51.11,375,129
991,B-115,57.06,60,5,2005,60,70,60,56,60,621,273
992,,50,55.56,5,2005,60,60,57.5,64,62.22,563,234
993,B-058,50,37.78,5,2005,55.71,40,40,44,71.11,477,214
994,B-029,45.29,55.56,5,2005,50,40,50,56,71.11,413,134
995,,42.35,51.11,5,2005,58.57,47.5,42.5,52,71.11,460,182
996,B-146,39.41,71.11,5,2005,65.71,60,57.5,68,77.78,531,178
997,B-074,32.94,55.56,5,2005,45.71,55,55,60,57.78,436,141
998,B-079,42.94,35.56,5,2005,40,30,50,24,60,367,144
999,,62.94,62.22,5,2005,62.86,60,55,56,60,577,256
1000,,32.94,55.56,5,2005,55.71,45,40,52,51.11,410,140
1001,,29.41,40,5,2005,40,30,50,44,24.44,343,128
1002,B-154,25.88,42.22,5,2005,55.71,60,55,60,55.56,463,170
1003,B-100,42.35,51.11,5,2005,55.71,40,50,40,44.44,466,191
1004,B-171,40,53.33,5,2005,40,47.5,45,48,53.33,439,188
1005,B-008,34.71,44.44,5,2005,50,37.5,52.5,56,53.33,452,185
1006,B-088,37.65,44.44,5,2005,55.71,55,50,52,62.22,454,167
1007,B-135,53.53,62.22,5,2005,72.86,65,70,60,71.11,629,258
1008,B-096,31.76,62.22,5,2005,50,52.5,55,52,51.11,421,138
1009,B-067,42.35,64.44,5,2005,60,55,50,56,60,543,227
1010,B-097,45.29,60,5,2005,68.57,65,60,56,60,568,220
1011,B-116,40,55.56,5,2005,55.71,55,50,56,51.11,477,185
1012,B-107,42.94,64.44,5,2005,62.86,62.5,70,64,73.33,529,178
1013,,45.29,55.56,5,2005,55.71,40,50,60,51.11,530,232
1014,B-040,41.18,55.56,1,2006,60,70,47.5,48,55.56,509,203
1015,B-104,38.24,51.11,1,2006,45.71,55,50,56,55.56,471,185
1016,,25.88,44.44,1,2006,55.71,50,40,52,55.56,432,157
1017,,31.18,60,2,2006,55.71,65,55,56,51.11,455,153
1018,,40,51.11,2,2006,60,55,50,40,51.11,445,166
1019,B-136,59.41,77.78,2,2006,75.71,62.5,60,72,73.33,659,266
1020,,50,57.78,2,2006,62.86,62.5,65,48,55.56,516,219
1021,B-140,49.41,44.44,3,2006,65.71,60,60,64,64.44,542,225
1022,,22.35,42.22,3,2006,38.57,42.5,47.5,40,37.78,335,103
1023,B-099,53.53,60,3,2006,62.86,57.5,57.5,60,68.89,566,246
1024,B-087,44.12,64.44,3,2006,75.71,65,65,56,64.44,612,247
1025,B-068,22.35,40,3,2006,40,35,40,44,51.11,292,82
1026,,32.35,40,3,2006,40,42.5,42.5,40,37.78,353,138
1027,B-059,32.35,53.33,3,2006,50,55,57.5,52,64.44,437,144
1028,,20,33.33,3,2006,35.71,37.5,45,32,42.22,294,87
1029,,22.94,48.89,4,2006,50,50,47.5,52,51.11,370,108
1030,,60,62.22,4,2006,65.71,57.5,60,52,62.22,585,260
1031,,64.12,68.89,4,2006,58.57,67.5,60,60,80,588,240
1032,,41.18,37.78,4,2006,48.57,42.5,50,56,53.33,462,191
1033,B-118,45.88,75.56,4,2006,70,70,70,60,60,566,209
1034,B-150,45.29,55.56,4,2006,55.71,60,55,44,55.56,462,180
1035,B-126,51.76,40,4,2006,60,40,50,40,51.11,444,173
1036,,37.65,51.11,4,2006,60,50,60,44,60,436,145
1037,,55.29,55.56,4,2006,65.71,67.5,57.5,60,62.22,575,240
1038,,42.94,57.78,4,2006,50,50,57.5,60,57.78,498,192
1039,B-197,48.24,55.56,4,2006,50,55,55,52,51.11,470,185
1040,,60,48.89,4,2006,45.71,52.5,47.5,44,55.56,516,252
1041,,38.82,55.56,4,2006,55.71,50,50,44,71.11,398,126
1042,B-105,62.94,51.11,4,2006,65.71,70,65,56,64.44,572,248
1043,,15.29,20,4,2006,35.71,25,20,20,15.56,185,48
1044,,41.76,51.11,4,2006,60,60,55,56,51.11,430,146
1045,,37.06,31.11,5,2006,28.57,27.5,32.5,32,31.11,323,143
1046,,57.06,60,5,2006,70,65,55,64,60,610,276
1047,B-079,41.18,44.44,5,2006,55.71,50,55,52,60,493,204
1048,B-137,52.35,60,5,2006,60,60,70,60,60,560,230
1049,,32.94,55.56,5,2006,50,55,45,40,55.56,414,139
1050,,47.06,60,5,2006,60,60,55,60,64.44,545,218
1051,,44.12,60,5,2006,58.57,60,47.5,52,53.33,498,196
1052,B-115,64.71,62.22,5,2006,70,57.5,60,56,62.22,604,264
1053,,54.12,62.22,5,2006,55.71,62.5,70,60,64.44,576,243
1054,B-165,57.06,55.56,5,2006,60,60,60,64,55.56,571,252
1055,B-135,70,62.22,5,2006,70,67.5,67.5,68,73.33,694,308
1056,,62.94,55.56,5,2006,60,55,55,60,60,578,270
1057,B-049,62.94,60,5,2006,60,60,55,52,62.22,554,245
1058,B-058,42.94,44.44,5,2006,52.86,52.5,35,44,53.33,458,200
1059,,18.24,40,5,2006,45.71,35,45,56,44.44,369,135
1060,B-088,49.41,55.56,5,2006,60,62.5,47.5,52,68.89,535,221
1061,B-096,34.12,55.56,5,2006,50,40,55,56,51.11,445,164
1062,,42.35,62.22,5,2006,52.86,47.5,47.5,44,53.33,476,196
1063,B-190,52.94,64.44,5,2006,60,60,60,52,60,575,252
1064,,47.06,44.44,5,2006,50,40,45,56,60,472,189
1065,B-074,28.24,44.44,5,2006,45.71,55,45,64,51.11,409,146
1066,,44.12,51.11,5,2006,50,55,40,52,44.44,460,188
1067,,25.29,40,5,2006,30,25,35,36,35.56,278,96
1068,,65.88,71.11,5,2006,65.71,60,65,64,64.44,628,277
1069,,37.06,44.44,5,2006,35.71,32.5,37.5,36,53.33,380,159
1070,B-133,35.29,31.11,5,2006,40,40,40,56,40,388,149
1071,,32.94,44.44,5,2006,55.71,40,35,52,44.44,391,152
1072,,25.29,51.11,5,2006,45.71,55,40,52,51.11,396,136
1073,B-146,21.18,44.44,5,2006,50,45,57.5,48,31.11,368,108
1074,,45.29,60,5,2006,55.71,55,55,60,55.56,517,208
1075,B-116,38.24,64.44,5,2006,65.71,52.5,67.5,56,53.33,500,179
1076,,38.24,44.44,5,2006,55.71,50,45,52,55.56,447,170
1077,B-097,58.24,75.56,5,2006,70,65,70,60,64.44,652,278
1078,B-164,51.18,60,5,2006,70,60,70,72,60,600,249
1079,B-154,24.12,55.56,5,2006,50,50,50,40,40,390,133
1080,,34.12,40,5,2006,50,40,40,40,40,370,139
1081,B-008,41.18,62.22,5,2006,60,65,65,64,57.78,516,183
1082,,38.24,51.11,5,2006,50,50,55,56,55.56,485,189
1083,B-100,41.18,44.44,5,2006,45.71,40,35,36,35.56,406,180
1084,B-107,30,55.56,5,2006,58.57,62.5,55,44,57.78,451,147
1085,,58.82,57.78,5,2006,55.71,57.5,57.5,52,55.56,549,237
1086,,34.12,62.22,5,2006,58.57,60,47.5,60,57.78,470,159
1087,,28.24,55.56,5,2006,60,55,55,44,51.11,426,140
1088,,41.76,53.33,5,2006,52.86,55,55,44,55.56,441,160
1089,,37.06,44.44,5,2006,55.71,50,50,52,60,441,159
1090,,58.24,51.11,6,2006,55.71,65,50,52,71.11,533,223
1091,,60,55.56,6,2006,50,50,55,44,60,546,250
1092,,35.88,51.11,6,2006,60,65,45,44,44.44,428,150
1093,,42.35,60,6,2006,65.71,55,50,72,44.44,475,171
1094,,27.06,51.11,6,2006,50,50,50,44,55.56,365,85
1095,,72.94,80,6,2006,65.71,70,75,76,80,706,304
1096,,42.35,51.11,6,2006,55.71,50,40,52,40,449,182
1097,,35.88,60,6,2006,45.71,45,40,44,60,388,135
1098,,22.35,44.44,6,2006,45.71,40,25,40,40,337,116
1099,,18.24,44.44,6,2006,40,50,30,40,55.56,316,85
